Target,Prediction,Tissue,Genotype,Treatment
GSM1444362,9.051907,cotyledon,wild type,low R:HR_4h
GSM1444364,11.236557,cotyledon,wild type,low R:HR_7h
GSM1444368,12.854662,hypocotyl,pif7-1,--
GSM1444372,15.958935,hypocotyl,pif7-1,--
GSM1444377,13.93313,hypocotyl,sav3-2,--
GSM1444383,14.737217,hypocotyl,sav3-2,--
GSM1444314,12.864857,hypocotyl,wild type,Mock
GSM1444320,14.830272,hypocotyl,wild type,high R:HR_0.5h
GSM1444316,17.994518,hypocotyl,wild type,high R:HR_1h
GSM1444318,17.042593,hypocotyl,wild type,high R:HR_2h
GSM1444322,12.589812,hypocotyl,wild type,high R:HR_3h
GSM1444324,14.816766,hypocotyl,wild type,high R:HR_4h
GSM1444326,12.733453,hypocotyl,wild type,high R:HR_7h
GSM1444346,16.259935,hypocotyl,wild type,low R:HR_0.5h
GSM1444342,15.4904175,hypocotyl,wild type,low R:HR_1h
GSM1444344,11.753956,hypocotyl,wild type,low R:HR_2h
GSM1444348,14.890024,hypocotyl,wild type,low R:HR_3h
GSM1444350,12.351683,hypocotyl,wild type,low R:HR_4h
GSM1444352,12.780658,hypocotyl,wild type,low R:HR_7h
SRX661206,23.09679,root,es,Mock
SRX661209,24.554031,root,fe,He starvation
GSM1446188,26.068718,seedlings,35S,--
GSM1446190,26.542442,seedlings,35S,--
GSM1477533,29.038729,whole plant,lsm4 mutant,--
GSM1477535,24.182554,whole plant,lsm4 mutant,--
GSM1477537,20.997505,whole plant,lsm4 mutant,--
GSM1477529,16.336039,whole plant,wild type,--
GSM1477531,13.883121,whole plant,wild type,--
GSM1489633,24.097443,seedlings,wild type,Mock
GSM1489635,28.811163,seedlings,wild type,switch dark to light 6h
GSM1491393,12.654986,shoot,--,Mock
GSM1491396,13.982402,shoot,--,light stress 20s
GSM1491399,11.287144,shoot,--,light stress 60s
GSM1496101,50.27301,seed,--,Mock
GSM1496098,52.538296,seed,--,cold 15 cotyledon
GSM1501693,18.384832,stem,mol1-1 mutant,--
GSM1501691,20.045326,stem,wild type,--
GSM1504314,14.54618,leaf,--,Vibrio vulnificus 0h
GSM1504316,24.227432,leaf,--,Vibrio vulnificus 12h
GSM1504318,20.013845,leaf,--,Vibrio vulnificus 24h
GSM1504320,17.395622,leaf,--,Vibrio vulnificus 48h
GSM1504322,17.501343,leaf,--,Vibrio vulnificus 72h
GSM1507915,17.367762,rosette leaf,Col-0,350 ppb ozone exposure Hor 2hr
GSM1507912,9.274449,rosette leaf,Col-0,control
GSM1507951,19.371033,inflorescence,Wild Type,--
GSM1507962,19.587748,inflorescence,clf-28 mutant,--
GSM1507956,27.452562,root,clf-28 mutant,--
GSM1507959,22.361067,shoot,clf-28 mutant,--
GSM1507947,14.988442,shoot,wild type,--
GSM1507965,30.347967,siliques,clf-28 mutant,--
GSM1507954,17.85447,siliques,wild type,--
GSM1518600,13.720319,whole plant,Wild type,--
GSM1518606,15.895815,whole plant,prmt4a;4b double mutant,--
GSM1518603,13.958602,whole plant,prmt5 mutant,--
GSM1527628,11.63658,seedling shoot,--,--
GSM1530033,10.007758,seedling shoot,clf,--
GSM1546548,11.230084,apical shoot meristem,--,--
GSM1546544,10.256912,apical shoot meristem,--,--
GSM1546546,11.2685795,apical shoot meristem,--,--
GSM1546542,11.232983,apical shoot meristem,--,MMC
GSM1546550,12.130225,apical shoot meristem,--,Mock
GSM1546538,8.727004,apical shoot meristem,--,Mock
GSM1546540,10.474817,apical shoot meristem,--,zebularine
GSM1546552,8.9458475,apical shoot meristem,--,zebularine 5day
GSM1548128,15.868658,whole plant,Wild type,Mock
GSM1548134,18.277573,whole plant,Wild type,cold10 1h
GSM1548140,20.708652,whole plant,Wild type,cold10 24h
GSM1548137,18.749865,whole plant,gemin2 mutant,--
GSM1548143,31.343899,whole plant,gemin2 mutant,--
GSM1548131,17.0396,whole plant,gemin2 mutant,--
GSM1548122,14.015762,whole plant,Wild type,--
GSM1548125,15.946437,whole plant,gemin2 mutant,--
GSM1550354,11.586123,inflorescence,wild type,--
GSM1570246,12.826208,rosette leaf,--,Coronatine
GSM1570244,10.32672,rosette leaf,--,Mock
GSM1572738,9.474495,shoot,--,Mock
GSM1572750,12.919693,shoot,--,high CO2
GSM1572746,13.378257,shoot,--,low MgCl2
GSM1572758,15.06026,shoot,--,low MgCl2 + high CO2
GSM1573847,12.709728,leaves,Wild type,Low CO2
GSM1576088,32.517845,root,--,--
GSM1576090,25.699703,root,--,--
GSM1576092,25.320744,root,--,--
GSM1576094,31.6943,root,--,--
GSM1576096,27.446735,root,--,--
GSM1576098,26.527199,root,--,--
GSM1576100,20.006477,root,--,--
GSM1576102,18.565392,root,--,--
GSM1576104,20.992329,root,--,--
GSM1576106,20.481735,root,--,--
GSM1576108,23.330744,root,--,--
GSM1576110,19.15066,root,--,--
GSM1576112,24.288387,root,--,--
GSM1576114,23.56457,root,--,--
GSM1576116,20.500145,root,--,--
GSM1585896,36.926422,whole plant,ros1-3,ABA
GSM1585893,13.487745,whole plant,ros1-3,mock
GSM1585902,31.994047,whole plant,ros1-4,ABA
GSM1585899,17.260855,whole plant,ros1-4,mock
GSM1585890,31.997517,whole plant,wild type,ABA
GSM1585887,19.132618,whole plant,wild type,mock
SRX849455,18.297945,aerial seedling,mtkas-2 mutant,--
SRX849462,12.164634,aerial seedling,mtkas-2 mutant,--
SRX849459,15.57233,aerial seedling,wild type,CO2
SRX849205,12.580542,aerial seedling,wild type,Mock
GSM1591713,15.328842,rosette leaf,cao mutant,--
GSM1603465,19.626123,seedlings,NSRa/NSRb,--
GSM1603462,16.000767,seedlings,wild type,--
GSM1603946,9.693966,rosette leaf,coi1-16 ein2 sid2,Mock
GSM1603958,10.316908,rosette leaf,tga2 tga5 tga6,Mock
GSM1603961,15.126931,rosette leaf,tga2 tga5 tga6,ozone
GSM1603933,23.158531,seedlings,--,ABA
GSM1603935,13.419078,seedlings,--,DPA
GSM1603932,12.232551,seedlings,--,Mock
GSM1603934,16.45655,seedlings,--,PA
GSM1617429,12.913917,inflorescence,--,--
GSM1618754,16.12541,leaves,wild type,Botrytis cinerea 14hpi
GSM1618751,12.20293,leaves,wild type,Mock
GSM1618760,21.004292,leaves,wrky33 mutant,Botrytis cinerea 14hpi
GSM1618757,14.303768,leaves,wrky33 mutant,Mock
GSM1627453,15.4758415,seedlings,athb1-1,--
GSM1627450,17.450611,seedlings,wild type,--
GSM1631204,38.40411,seedlings,rbm25-1,ABA
GSM1631201,20.511814,seedlings,rbm25-1,Mock
GSM1631198,41.01062,seedlings,wild type,ABA
GSM1631195,14.49957,seedlings,wild type,Mock
SRX974287,5.5625744,rosette leaf,CS60000,8h light/16h dark Hor 72h
SRX974046,10.258405,rosette leaf,CS60000,prolonged darkness Hor 24h
SRX974270,12.786017,rosette leaf,CS60000,prolonged darkness Hor 48h
SRX973945,8.6111965,rosette leaf,CS60000,prolonged darkness Hor 6h
SRX974283,12.871863,rosette leaf,CS60000,prolonged darkness Hor 72h
SRX974289,6.5994143,rosette leaf,hml1-2; SALK_145226C,8h light/16h dark Hor 72h
SRX974048,8.638954,rosette leaf,hml1-2; SALK_145226C,prolonged darkness Hor 24h
SRX974282,14.282326,rosette leaf,hml1-2; SALK_145226C,prolonged darkness Hor 48h
SRX973947,10.555199,rosette leaf,hml1-2; SALK_145226C,prolonged darkness Hor 6h
SRX974285,13.608122,rosette leaf,hml1-2; SALK_145226C,prolonged darkness Hor 72h
SRX974288,6.92163,rosette leaf,ivd1-2; CS860823,8h light/16h dark Hor 72h
SRX970025,5.589232,rosette leaf,ivd1-2; CS860823,Mock
SRX974047,10.966185,rosette leaf,ivd1-2; CS860823,prolonged darkness Hor 24h
SRX974271,13.303153,rosette leaf,ivd1-2; CS860823,prolonged darkness Hor 48h
SRX973946,12.254101,rosette leaf,ivd1-2; CS860823,prolonged darkness Hor 6h
GSM1655653,14.839023,leaf mesophyll,--,--
GSM1655657,18.867878,leaf mesophyll,--,--
GSM1655659,20.340094,leaf mesophyll,--,--
GSM1655663,17.72647,leaf mesophyll,--,--
GSM1656445,12.863412,12day seedlings,wild type,--
GSM1659613,6.510282,rosette leaf,CS60000,dark 0day
GSM1659619,11.344717,rosette leaf,CS60000,dark 1day
GSM1659625,11.60418,rosette leaf,CS60000,dark 2day
GSM1659631,11.706735,rosette leaf,CS60000,dark 3day
GSM1659637,8.54912,rosette leaf,CS60000,dark 6h
GSM1659643,6.4979854,rosette leaf,CS60000,kept in 8h light/16h dark Hor 72h
GSM1659615,9.848507,rosette leaf,hml1-2,dark 1day
GSM1659621,16.151966,rosette leaf,hml1-2,dark 2day
GSM1659627,14.233126,rosette leaf,hml1-2,dark 3day
GSM1659633,8.591743,rosette leaf,hml1-2,dark 6h
GSM1659639,6.492649,rosette leaf,hml1-2,kept in 8h light/16h dark Hor 72h
GSM1659611,6.7176943,rosette leaf,ivd1-2,dark 0day
GSM1659617,8.865007,rosette leaf,ivd1-2,dark 1day
GSM1659623,14.645317,rosette leaf,ivd1-2,dark 2day
GSM1659635,11.008114,rosette leaf,ivd1-2,dark 6h
GSM1659641,6.7534037,rosette leaf,ivd1-2,kept in 8h light/16h dark Hor 72h
GSM1662397,52.600075,embryo,Col-0,--
GSM1662399,44.108936,embryo,clf-28,--
GSM1675602,12.728342,whole plant,--,Mock
GSM1675605,15.573967,whole plant,--,light pulse
GSM1679009,13.986742,seedlings,35S,--
GSM1679005,16.864855,seedlings,35S,--
GSM1679008,11.542051,seedlings,35S,--
GSM1679004,11.182392,seedlings,35S,--
GSM1679003,12.327966,seedlings,wild type,DEX
GSM1679007,11.245972,seedlings,wild type,DEX shade
GSM1679002,11.844572,seedlings,wild type,Mock
GSM1679006,15.56808,seedlings,wild type,Shade
GSM1692579,10.849541,rosette leaf,--,heat6hrecovery48h
GSM1695576,13.979955,rosette leaf,--,--
SRX1057354,20.58235,root,wild type,BA
SRX1057345,19.221354,root,wild type,Mock
SRX1057349,13.573975,shoot,wild type,BA
SRX1058195,20.362534,root tip,--,Mock
SRX1058189,20.375988,root tip,--,glucose
SRX1058196,16.608974,root tip,agb1-2,--
SRX1058190,22.761745,root tip,agb1-2,--
SRX1060138,13.298346,whole plant,--,--
GSM1717055,24.543482,root,--,Colletotrichum incanum 10dpi (under low phosphate)
GSM1717058,19.613445,root,--,Colletotrichum incanum 24dpi (under low phosphate)
GSM1717016,16.971558,root,--,Colletotrichum toHieldiae 10dpi
GSM1717040,18.819592,root,--,Colletotrichum toHieldiae 10dpi (under low phosphate)
GSM1717019,21.704674,root,--,Colletotrichum toHieldiae 16dpi
GSM1717043,20.671082,root,--,Colletotrichum toHieldiae 16dpi (under low phosphate)
GSM1717046,29.289133,root,--,Colletotrichum toHieldiae 24dpi (under low phosphate)
GSM1717013,18.068611,root,--,Colletotrichum toHieldiae 6dpi
GSM1717038,16.959787,root,--,Colletotrichum toHieldiae 6dpi (under low phosphate)
GSM1717028,25.735031,root,--,Mock
GSM1717031,22.926767,root,--,Mock
GSM1717034,31.248627,root,--,Mock
GSM1717001,21.423105,root,--,Mock
GSM1717004,25.067915,root,--,Mock
GSM1717007,23.748032,root,--,Mock
GSM1717010,24.261324,root,--,Mock
GSM1810465,21.726986,seedlings,--,Mock
GSM1810473,25.61848,seedlings,--,Mock
GSM1810481,20.143166,seedlings,--,Mock
GSM1810469,27.503948,seedlings,--,blue 1h
GSM1810471,24.971443,seedlings,--,blue 6h
GSM1810467,22.072147,seedlings,--,dark 6h
GSM1810475,22.355488,seedlings,--,dark 6h
GSM1810484,19.350222,seedlings,--,dark 6h
GSM1810477,26.12302,seedlings,--,red 1h
GSM1810479,19.222317,seedlings,--,red 6h
GSM1810488,32.7949,seedlings,--,white 6h
GSM1811230,27.467632,endodermis,wild type,--
GSM1811254,21.645832,root,mutant (myb36-1),--
GSM1811247,21.162466,root,wild type,--
GSM1834896,13.228137,internode,mol1,--
GSM1834893,11.825697,internode,wild type,--
GSM1836063,13.688455,seedlings,smax1-2,--
GSM1836060,13.683724,seedlings,smxl4-1 smxl5-1,--
GSM1836057,18.1876,seedlings,smxl5-1,--
GSM1836054,15.248341,seedlings,wild type,--
SRX1133330,16.818295,inflorescence,dbr1-2 mutant,--
SRX1133307,14.180859,inflorescence,wild type,--
GSM1858955,18.302639,seedlings,brm-1,--
GSM1858961,21.149239,seedlings,brm-1 ref6-1,--
GSM1858958,16.13327,seedlings,ref6-1,--
GSM1858952,23.213703,seedlings,wild type,--
GSM1864965,25.228514,root,Type-A mutant,--
GSM1864953,24.840084,root,Type-A mutant,--
GSM1864966,28.414278,root,Type-A mutant,--
GSM1864964,23.728638,root,wild type,Heterodera schachti nematodes 10dpi
GSM1864952,26.0901,root,wild type,Heterodera schachti nematodes 4dpi
GSM1864963,21.36285,root,wild type,Mock
GSM1864951,21.866196,root,wild type,Mock
SRX1305340,14.423937,shoot,--,BHTC
SRX1305342,11.824577,shoot,--,Mock
SRX1337653,16.972128,shoot apex,--,--
SRX1403723,20.534548,seedlings,--,--
SRX1403719,16.566492,seedlings,--,--
SRX1403725,14.789332,seedlings,--,Mock
SRX1403721,17.637278,seedlings,--,X-ray
GSM1912474,14.048746,leaves,--,--
GSM1921018,11.951666,gynoecium,ap1; cal; pAP1::AP1:GR,--
GSM1921020,20.046953,gynoecium,ap1; cal; pAP1::AP1:GR,--
GSM1921022,20.207302,gynoecium,ap1; cal; pAP1::AP1:GR,--
GSM1921034,25.919405,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921038,23.584438,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921024,12.110696,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921026,12.905125,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921028,13.212564,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921030,10.857267,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921010,29.035765,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921014,26.59498,inflorescence,ap1; cal; pAP1::AP1:GR,--
GSM1921016,21.902363,inflorescence,ap1; cal; pAP1::AP1:GR,--
SRX1411690,10.337462,leaves,--,--
GSM1930302,15.434126,embryo,val1 mutant,--
GSM1930305,25.88929,embryo,val1 mutant,--
GSM1930308,21.748676,embryo,val1 mutant,--
GSM1930311,30.384356,embryo,val1 mutant,--
GSM1930314,25.515629,embryo,val1 mutant,--
GSM1930299,10.819483,embryo,val1 mutant,--
GSM1930282,14.223987,embryo,wild type,--
GSM1930285,23.975254,embryo,wild type,--
GSM1930288,21.330544,embryo,wild type,--
GSM1930291,29.89431,embryo,wild type,--
GSM1930294,23.51066,embryo,wild type,--
GSM1930276,8.713745,embryo,wild type,--
GSM1930279,10.332901,embryo,wild type,--
GSM1930763,13.684743,inflorescence,wild type,--
GSM1936695,26.23254,root,--,Mock
GSM1936704,20.511368,root,--,Mock
GSM1936698,23.226189,root,--,Pi starvation 1day
GSM1936707,18.483997,root,--,Pi starvation 1day
GSM1936701,24.643604,root,--,Pi starvation 3day
GSM1936710,24.168533,root,--,Pi starvation 3day
GSM1936677,14.573038,shoot,--,Mock
GSM1936686,14.52282,shoot,--,Mock
GSM1936680,13.5867,shoot,--,Pi starvation 1day
GSM1936689,12.143944,shoot,--,Pi starvation 1day
GSM1936683,12.803367,shoot,--,Pi starvation 3day
GSM1936692,12.88501,shoot,--,Pi starvation 3day
GSM1936762,23.02794,seedlings,--,ABA 1h
GSM1936765,30.503407,seedlings,--,ABA 3h
SRX1427112,14.377445,seedlings,--,Mock
GSM1938991,16.502392,seedlings,mapkkk5,Mock
GSM1938992,19.530334,seedlings,mapkkk5,chitin
GSM1938989,14.855458,seedlings,wild type,Mock
GSM1938990,19.003834,seedlings,wild type,chitin
GSM1939312,21.269497,root,wild type,Mock
GSM1939314,24.847773,root,wild type,Pi starvation
GSM1942140,11.246354,aerial seedling,wild type,--
GSM1942137,21.052448,leaves,met1 epiRIL 01,--
GSM1942134,22.952497,leaves,wild type,--
GSM1945020,11.233867,seedlings,cob-6,--
GSM1945024,9.849125,seedlings,cob-6sfr6-3,--
GSM1945022,10.824466,seedlings,sfr6-3,--
GSM1945018,10.860804,seedlings,wild type,--
SRX1446086,14.515472,shoot,--,--
SRX1446235,17.58936,shoot,--,--
SRX1446033,19.333374,shoot,--,--
SRX1446207,18.923904,shoot,--,--
SRX1446121,12.2290745,shoot,--,--
SRX1446238,15.309454,shoot,--,--
GSM1958070,17.565672,whole plant,fip37-4 LEC1,--
GSM1958067,16.791449,whole plant,wild type,--
SRX1469596,22.361908,seedlings,--,Mock
SRX1469689,18.793993,seedlings,--,ethylene 4h
SRX1518946,17.302753,rosette leaf,--,--
SRX1518949,14.163636,rosette leaf,--,--
SRX1518947,17.908295,rosette leaf,--,--
GSM2028156,32.93052,root,wild type,P-deHicient
GSM2028158,13.94883,shoot,wild type,Mock
GSM2028159,6.7201476,shoot,wild type,Mock
GSM2028160,16.205168,shoot,wild type,P-deHicient
GSM2028161,8.655151,shoot,wild type,P-deHicient
GSM2042527,15.505439,shoot,cat2,--
GSM2042539,22.983162,shoot,cat2,--
GSM2042533,19.513445,shoot,cat2xshr,--
GSM2042545,24.47542,shoot,cat2xshr,--
GSM2042530,20.416988,shoot,shr,--
GSM2042542,21.182251,shoot,shr,--
GSM2042524,10.248687,shoot,wild type,Mock
GSM2042536,12.999474,shoot,wild type,photorespiratory stress 24h
GSM2045514,29.188877,leaves,"cat2-2, gox1",High light and CO2
GSM2045511,14.414074,leaves,"cat2-2, gox1",Mock
GSM2045520,25.331163,leaves,"cat2-2, gox2",High light and CO2
