Target,Prediction,Factor,Factor_type_specific,Tissue,Mutant_specific,Age,Temperature
SRP045296/SRX1412504,0.25101423,EPR1,Transcription factor,Leaf,,,
SRP045296/SRX1412505,0.6283535,LCL1,Transcription factor,Leaf,,,
SRP045296/SRX1412506,0.2906656,LHY1,Transcription factor,Leaf,,,
SRP045296/SRX1412507,0.36541057,LHY1,Transcription factor,Leaf,,,
SRP045296/SRX1412508,0.16931714,RVE1,Transcription factor,Leaf,,,
SRP045296/SRX1412509,0.10722186,RVE1,Transcription factor,Leaf,,,
SRP045296/SRX1412510,0.5277029,TBP3,Transcription factor,Leaf,,,
SRP045296/SRX1412511,0.5641157,TBP3,Transcription factor,Leaf,,,
SRP045296/SRX1412512,0.37625965,TRP2,Transcription factor,Leaf,,,
SRP045296/SRX1412513,0.8939302,TRP2,Transcription factor,Leaf,,,
SRP045296/SRX1412514,0.5978515,ANAC004,Transcription factor,Leaf,,,
SRP045296/SRX1412515,0.3460562,ANAC004,Transcription factor,Leaf,,,
SRP045296/SRX1412516,0.5337188,ANAC005,Transcription factor,Leaf,,,
SRP045296/SRX1412517,0.8435084,ANAC011,Transcription factor,Leaf,,,
SRP045296/SRX1412518,0.752327,ANAC013,Transcription factor,Leaf,,,
SRP045296/SRX1412519,0.30040303,ANAC013,Transcription factor,Leaf,,,
SRP045296/SRX1412520,0.6758232,ANAC016,Transcription factor,Leaf,,,
SRP045296/SRX1412521,0.55858904,ANAC016,Transcription factor,Leaf,,,
SRP045296/SRX1412522,3.535016,ANAC017,Transcription factor,Leaf,,,
SRP045296/SRX1412523,0.27202508,ANAC020,Transcription factor,Leaf,,,
SRP045296/SRX1412524,0.20922945,ANAC028,Transcription factor,Leaf,,,
SRP045296/SRX1412525,0.3615143,ANAC038,Transcription factor,Leaf,,,
SRP045296/SRX1412526,0.53772163,ANAC038,Transcription factor,Leaf,,,
SRP045296/SRX1412527,0.8836635,ANAC042,Transcription factor,Leaf,,,
SRP045296/SRX1412528,0.56883496,ANAC045,Transcription factor,Leaf,,,
SRP045296/SRX1412529,0.24155734,ANAC045,Transcription factor,Leaf,,,
SRP045296/SRX1412530,0.40601647,ANAC046,Transcription factor,Leaf,,,
SRP045296/SRX1412531,0.5915425,ANAC047,Transcription factor,Leaf,,,
SRP045296/SRX1412532,0.45415962,ANAC050,Transcription factor,Leaf,,,
SRP045296/SRX1412533,0.23399335,ANAC050,Transcription factor,Leaf,,,
SRP045296/SRX1412534,0.4268561,ANAC053,Transcription factor,Leaf,,,
SRP045296/SRX1412535,0.53864574,ANAC057,Transcription factor,Leaf,,,
SRP045296/SRX1412536,0.6907366,ANAC057,Transcription factor,Leaf,,,
SRP045296/SRX1412537,0.3956806,ANAC058,Transcription factor,Leaf,,,
SRP045296/SRX1412538,0.4117581,ANAC058,Transcription factor,Leaf,,,
SRP045296/SRX1412539,0.5333184,ANAC062,Transcription factor,Leaf,,,
SRP045296/SRX1412540,0.39455602,ANAC070,Transcription factor,Leaf,,,
SRP045296/SRX1412541,0.38825306,ANAC071,Transcription factor,Leaf,,,
SRP045296/SRX1412542,0.16867198,ANAC071,Transcription factor,Leaf,,,
SRP045296/SRX1412543,0.461088,ANAC075,Transcription factor,Leaf,,,
SRP045296/SRX1412544,0.4933194,ANAC079,Transcription factor,Leaf,,,
SRP045296/SRX1412545,0.43767384,ANAC083,Transcription factor,Leaf,,,
SRP045296/SRX1412546,0.3697469,ANAC083,Transcription factor,Leaf,,,
SRP045296/SRX1412547,0.91680944,ANAC087,Transcription factor,Leaf,,,
SRP045296/SRX1412548,0.4889456,ANAC087,Transcription factor,Leaf,,,
SRP045296/SRX1412549,0.48798704,ANAC092,Transcription factor,Leaf,,,
SRP045296/SRX1412550,0.46379593,ANAC092,Transcription factor,Leaf,,,
SRP045296/SRX1412551,0.7486898,ANAC094,Transcription factor,Leaf,,,
SRP045296/SRX1412552,0.5916085,ANAC096,Transcription factor,Leaf,,,
SRP045296/SRX1412553,0.6285766,ANAC103,Transcription factor,Leaf,,,
SRP045296/SRX1412554,0.5409151,ANAC103,Transcription factor,Leaf,,,
SRP045296/SRX1412555,1.0097146,AT1G19040,Transcription factor,Leaf,,,
SRP045296/SRX1412556,0.75318915,AT3G12910,Transcription factor,Leaf,,,
SRP045296/SRX1412557,0.4868446,ATAF1,Transcription factor,Leaf,,,
SRP045296/SRX1412558,0.6701157,ATAF1,Transcription factor,Leaf,,,
SRP045296/SRX1412559,0.6936314,CUC1,Transcription factor,Leaf,,,
SRP045296/SRX1412560,0.35826802,CUC1,Transcription factor,Leaf,,,
SRP045296/SRX1412561,0.5383541,CUC2,Transcription factor,Leaf,,,
SRP045296/SRX1412562,0.6281659,CUC3,Transcription factor,Leaf,,,
SRP045296/SRX1412563,0.31987354,CUC3,Transcription factor,Leaf,,,
SRP045296/SRX1412564,0.5185416,NAC2,Transcription factor,Leaf,,,
SRP045296/SRX1412565,0.29375044,NAC2,Transcription factor,Leaf,,,
SRP045296/SRX1412566,0.5165639,NAM,Transcription factor,Leaf,,,
SRP045296/SRX1412567,0.44494113,NAM,Transcription factor,Leaf,,,
SRP045296/SRX1412568,0.6080312,NAP,Transcription factor,Leaf,,,
SRP045296/SRX1412569,0.36104712,NAP,Transcription factor,Leaf,,,
SRP045296/SRX1412570,0.4349601,NST1,Transcription factor,Leaf,,,
SRP045296/SRX1412571,0.32441056,NST1,Transcription factor,Leaf,,,
SRP045296/SRX1412572,0.5935292,NTM1,Transcription factor,Leaf,,,
SRP045296/SRX1412573,0.25154075,NTM1,Transcription factor,Leaf,,,
SRP045296/SRX1412574,0.5028153,NTM2,Transcription factor,Leaf,,,
SRP045296/SRX1412575,0.34347868,SMB,Transcription factor,Leaf,,,
SRP045296/SRX1412576,0.13798583,SMB,Transcription factor,Leaf,,,
SRP045296/SRX1412577,0.57662916,SND2,Transcription factor,Leaf,,,
SRP045296/SRX1412579,0.28298283,SND3,Transcription factor,Leaf,,,
SRP045296/SRX1412580,0.19630992,SND3,Transcription factor,Leaf,,,
SRP045296/SRX1412581,0.2908167,VND1,Transcription factor,Leaf,,,
SRP045296/SRX1412582,1.0194169,VND2,Transcription factor,Leaf,,,
SRP045296/SRX1412583,0.26527444,VND2,Transcription factor,Leaf,,,
SRP045296/SRX1412584,0.56655484,VND3,Transcription factor,Leaf,,,
SRP045296/SRX1412585,0.44273275,VND4,Transcription factor,Leaf,,,
SRP045296/SRX1412586,0.5614005,VND6,Transcription factor,Leaf,,,
SRP045296/SRX1412587,0.25171265,VND6,Transcription factor,Leaf,,,
SRP045296/SRX1412588,0.62860227,AGL95,Transcription factor,Leaf,,,
SRP045296/SRX1412589,1.2439398,ASHR1,Transcription factor,Leaf,,,
SRP045296/SRX1412590,0.8689827,AT1G63040,Transcription factor,Leaf,,,
SRP045296/SRX1412591,0.8860028,AT2G28920,Transcription factor,Leaf,,,
SRP045296/SRX1412592,0.5964111,FRS9,Transcription factor,Leaf,,,
SRP045296/SRX1412593,1.2274928,FRS9,Transcription factor,Leaf,,,
SRP045296/SRX1412594,1.6451522,AtNLP4,Transcription factor,Leaf,,,
SRP045296/SRX1412595,0.6733961,AT1G23810,Transcription factor,Leaf,,,
SRP045296/SRX1412596,0.4800737,AT1G24250,Transcription factor,Leaf,,,
SRP045296/SRX1412597,0.15218103,BBX31,Transcription factor,Leaf,,,
SRP045296/SRX1412598,0.9347836,AT2G01818,Transcription factor,Leaf,,,
SRP045296/SRX1412599,0.52433896,RAV1,Transcription factor,Leaf,,,
SRP045296/SRX1412600,0.27452862,REM19,Transcription factor,Leaf,,,
SRP045296/SRX1412601,0.7110148,REM19,Transcription factor,Leaf,,,
SRP045296/SRX1412602,0.64562905,AT2G31460,Transcription factor,Leaf,,,
SRP045296/SRX1412603,0.1414264,NLP7,Transcription factor,Leaf,,,
SRP045296/SRX1412604,0.82664627,RKD2,Transcription factor,Leaf,,,
SRP045296/SRX1412605,1.2011623,RKD2,Transcription factor,Leaf,,,
SRP045296/SRX1412606,0.63779974,AT3G09735,Transcription factor,Leaf,,,
SRP045296/SRX1412607,1.7729206,SPL1,Transcription factor,Leaf,,,
SRP045296/SRX1412608,4.5066824,SPL1,Transcription factor,Leaf,,,
SRP045296/SRX1412609,0.8700292,SPL11,Transcription factor,Leaf,,,
SRP045296/SRX1412610,1.1159475,SPL13,Transcription factor,Leaf,,,
SRP045296/SRX1412611,6.9919586,SPL14,Transcription factor,Leaf,,,
SRP045296/SRX1412612,8.104279,SPL15,Transcription factor,Leaf,,,
SRP045296/SRX1412613,0.8946046,SPL15,Transcription factor,Leaf,,,
SRP045296/SRX1412614,1.1295621,SPL3,Transcription factor,Leaf,,,
SRP045296/SRX1412615,1.4067723,SPL3,Transcription factor,Leaf,,,
SRP045296/SRX1412616,12.853176,SPL5,Transcription factor,Leaf,,,
SRP045296/SRX1412617,13.178542,SPL5,Transcription factor,Leaf,,,
SRP045296/SRX1412618,6.4759088,SPL9,Transcription factor,Leaf,,,
SRP045296/SRX1412619,7.865703,SPL9,Transcription factor,Leaf,,,
SRP045296/SRX1412620,0.3909934,SRS7,Transcription factor,Leaf,,,
SRP045296/SRX1412621,0.99648464,SRS7,Transcription factor,Leaf,,,
SRP045296/SRX1412622,0.78627485,AT1G69690,Transcription factor,Leaf,,,
SRP045296/SRX1412623,0.59660524,AT1G69690,Transcription factor,Leaf,,,
SRP045296/SRX1412624,0.6926263,AT1G72010,Transcription factor,Leaf,,,
SRP045296/SRX1412625,0.6973517,AT2G45680,Transcription factor,Leaf,,,
SRP045296/SRX1412626,0.6626405,AT2G45680,Transcription factor,Leaf,,,
SRP045296/SRX1412627,0.48524624,AT5G08330,Transcription factor,Leaf,,,
SRP045296/SRX1412628,0.6334921,AT5G08330,Transcription factor,Leaf,,,
SRP045296/SRX1412629,0.44923866,PTF1,Transcription factor,Leaf,,,
SRP045296/SRX1412630,0.73831004,PTF1,Transcription factor,Leaf,,,
SRP045296/SRX1412631,1.1394085,TCP1,Transcription factor,Leaf,,,
SRP045296/SRX1412632,0.71564513,TCP14,Transcription factor,Leaf,,,
SRP045296/SRX1412633,0.81232274,TCP16,Transcription factor,Leaf,,,
SRP045296/SRX1412634,0.78997225,TCP16,Transcription factor,Leaf,,,
SRP045296/SRX1412635,0.557493,TCP17,Transcription factor,Leaf,,,
SRP045296/SRX1412636,1.1154047,TCP17,Transcription factor,Leaf,,,
SRP045296/SRX1412637,0.66907305,TCP20,Transcription factor,Leaf,,,
SRP045296/SRX1412638,0.31426054,TCP20,Transcription factor,Leaf,,,
SRP045296/SRX1412639,0.64231306,TCP24,Transcription factor,Leaf,,,
SRP045296/SRX1412641,0.29521865,TCP7,Transcription factor,Leaf,,,
SRP045296/SRX1412642,0.6530966,AT1G76870,Transcription factor,Leaf,,,
SRP045296/SRX1412643,1.1262989,AT1G76880,Transcription factor,Leaf,,,
SRP045296/SRX1412644,0.43023035,AT2G33550,Transcription factor,Leaf,,,
SRP045296/SRX1412645,0.76288736,AT2G33550,Transcription factor,Leaf,,,
SRP045296/SRX1412646,0.5790701,AT3G10030,Transcription factor,Leaf,,,
SRP045296/SRX1412647,1.1668189,AT3G10030,Transcription factor,Leaf,,,
SRP045296/SRX1412648,0.6320684,AT3G25990,Transcription factor,Leaf,,,
SRP045296/SRX1412649,0.8047162,AT3G25990,Transcription factor,Leaf,,,
SRP045296/SRX1412650,0.7351321,AT3G58630,Transcription factor,Leaf,,,
SRP045296/SRX1412651,0.8311393,AT3G58630,Transcription factor,Leaf,,,
SRP045296/SRX1412652,1.9066792,AT5G05550,Transcription factor,Leaf,,,
SRP045296/SRX1412653,3.6109927,AT5G05550,Transcription factor,Leaf,,,
SRP045296/SRX1412654,0.26413032,AT5G47660,Transcription factor,Leaf,,,
SRP045296/SRX1412655,0.81561,AT5G47660,Transcription factor,Leaf,,,
SRP045296/SRX1412656,0.74286264,GT1,Transcription factor,Leaf,,,
SRP045296/SRX1412657,0.5122368,GT2,Transcription factor,Leaf,,,
SRP045296/SRX1412658,0.27221292,GT2,Transcription factor,Leaf,,,
SRP045296/SRX1412659,0.5778723,GT3a,Transcription factor,Leaf,,,
SRP045296/SRX1412660,0.3407935,GTL1,Transcription factor,Leaf,,,
SRP045296/SRX1412661,0.39434963,GTL1,Transcription factor,Leaf,,,
SRP045296/SRX1412662,0.65254164,WRKY11,Transcription factor,Leaf,,,
SRP045296/SRX1412663,0.987553,WRKY14,Transcription factor,Leaf,,,
SRP045296/SRX1412664,0.6962323,WRKY14,Transcription factor,Leaf,,,
SRP045296/SRX1412665,0.6035568,WRKY15,Transcription factor,Leaf,,,
SRP045296/SRX1412666,0.6674161,WRKY15,Transcription factor,Leaf,,,
SRP045296/SRX1412667,0.76533914,WRKY17,Transcription factor,Leaf,,,
SRP045296/SRX1412668,0.84364104,WRKY17,Transcription factor,Leaf,,,
SRP045296/SRX1412669,0.7422938,WRKY18,Transcription factor,Leaf,,,
SRP045296/SRX1412670,1.1969752,WRKY18,Transcription factor,Leaf,,,
SRP045296/SRX1412671,1.0220174,WRKY20,Transcription factor,Leaf,,,
SRP045296/SRX1412672,0.64057636,WRKY21,Transcription factor,Leaf,,,
SRP045296/SRX1412673,0.42678303,WRKY22,Transcription factor,Leaf,,,
SRP045296/SRX1412674,0.6524919,WRKY24,Transcription factor,Leaf,,,
SRP045296/SRX1412675,0.7205608,WRKY24,Transcription factor,Leaf,,,
SRP045296/SRX1412676,0.65647614,WRKY25,Transcription factor,Leaf,,,
SRP045296/SRX1412677,0.65529144,WRKY25,Transcription factor,Leaf,,,
SRP045296/SRX1412678,0.7900776,WRKY26,Transcription factor,Leaf,,,
SRP045296/SRX1412679,0.61048716,WRKY26,Transcription factor,Leaf,,,
SRP045296/SRX1412680,0.08346872,WRKY27,Transcription factor,Leaf,,,
SRP045296/SRX1412681,0.81716985,WRKY27,Transcription factor,Leaf,,,
SRP045296/SRX1412682,0.7111676,WRKY28,Transcription factor,Leaf,,,
SRP045296/SRX1412683,0.5632061,WRKY28,Transcription factor,Leaf,,,
SRP045296/SRX1412684,0.4331696,WRKY29,Transcription factor,Leaf,,,
SRP045296/SRX1412685,0.55766064,WRKY29,Transcription factor,Leaf,,,
SRP045296/SRX1412686,1.1798565,WRKY3,Transcription factor,Leaf,,,
SRP045296/SRX1412687,0.7119251,WRKY30,Transcription factor,Leaf,,,
SRP045296/SRX1412688,0.7799179,WRKY30,Transcription factor,Leaf,,,
SRP045296/SRX1412689,0.6037152,WRKY31,Transcription factor,Leaf,,,
SRP045296/SRX1412690,0.8000395,WRKY31,Transcription factor,Leaf,,,
SRP045296/SRX1412691,0.6349293,WRKY33,Transcription factor,Leaf,,,
SRP045296/SRX1412692,0.72785735,WRKY40,Transcription factor,Leaf,,,
SRP045296/SRX1412693,0.6139469,WRKY42,Transcription factor,Leaf,,,
SRP045296/SRX1412694,0.8162284,WRKY42,Transcription factor,Leaf,,,
SRP045296/SRX1412695,0.77804947,WRKY43,Transcription factor,Leaf,,,
SRP045296/SRX1412696,1.173805,WRKY43,Transcription factor,Leaf,,,
SRP045296/SRX1412697,0.6567173,WRKY45,Transcription factor,Leaf,,,
SRP045296/SRX1412698,0.39004827,WRKY45,Transcription factor,Leaf,,,
SRP045296/SRX1412699,0.6400035,WRKY46,Transcription factor,Leaf,,,
SRP045296/SRX1412700,0.101372115,WRKY46,Transcription factor,Leaf,,,
SRP045296/SRX1412701,0.49701494,WRKY47,Transcription factor,Leaf,,,
SRP045296/SRX1412702,0.72495604,WRKY47,Transcription factor,Leaf,,,
SRP045296/SRX1412703,0.44736385,WRKY50,Transcription factor,Leaf,,,
SRP045296/SRX1412704,0.4482131,WRKY50,Transcription factor,Leaf,,,
SRP045296/SRX1412705,0.86105204,WRKY55,Transcription factor,Leaf,,,
SRP045296/SRX1412706,0.52615714,WRKY59,Transcription factor,Leaf,,,
SRP045296/SRX1412707,0.66463345,WRKY6,Transcription factor,Leaf,,,
SRP045296/SRX1412708,0.8755155,WRKY6,Transcription factor,Leaf,,,
SRP045296/SRX1412709,0.5695441,WRKY65,Transcription factor,Leaf,,,
SRP045296/SRX1412710,0.81257635,WRKY65,Transcription factor,Leaf,,,
SRP045296/SRX1412711,0.56248903,WRKY7,Transcription factor,Leaf,,,
SRP045296/SRX1412712,0.41575983,WRKY71,Transcription factor,Leaf,,,
SRP045296/SRX1412713,0.5332543,WRKY75,Transcription factor,Leaf,,,
SRP045296/SRX1412714,0.951651,WRKY75,Transcription factor,Leaf,,,
SRP045296/SRX1412715,0.5605232,WRKY8,Transcription factor,Leaf,,,
SRP045296/SRX1412716,0.3183521,ATHB23,Transcription factor,Leaf,,,
SRP045296/SRX1412717,0.1739226,ATHB23,Transcription factor,Leaf,,,
SRP045296/SRX1412718,0.2925241,ATHB24,Transcription factor,Leaf,,,
SRP045296/SRX1412719,0.45136073,ATHB24,Transcription factor,Leaf,,,
SRP045296/SRX1412720,0.47303468,ATHB25,Transcription factor,Leaf,,,
SRP045296/SRX1412721,0.18697746,ATHB25,Transcription factor,Leaf,,,
SRP045296/SRX1412722,0.3219333,ATHB33,Transcription factor,Leaf,,,
SRP045296/SRX1412723,0.17499952,ATHB33,Transcription factor,Leaf,,,
SRP045296/SRX1412724,0.24194545,ATHB34,Transcription factor,Leaf,,,
SRP045296/SRX1412725,0.6465169,ATHB34,Transcription factor,Leaf,,,
SRP045296/SRX1412726,0.22815439,AtHB32,Transcription factor,Leaf,,,
SRP045296/SRX1412727,0.61045796,BIM1,Transcription factor,Leaf,,,
SRP045296/SRX1412728,0.6323305,BIM1,Transcription factor,Leaf,,,
SRP045296/SRX1412729,0.37219393,BIM2,Transcription factor,Leaf,,,
SRP045296/SRX1412730,0.8767804,BIM3,Transcription factor,Leaf,,,
SRP045296/SRX1412731,0.8905139,PIF7,Transcription factor,Leaf,,,
SRP045296/SRX1412732,0.66339713,bHLH10,Transcription factor,Leaf,,,
SRP045296/SRX1412733,0.4961583,bHLH10,Transcription factor,Leaf,,,
SRP045296/SRX1412734,0.88919777,bHLH104,Transcription factor,Leaf,,,
SRP045296/SRX1412735,0.4783308,bHLH122,Transcription factor,Leaf,,,
SRP045296/SRX1412736,0.6118356,bHLH122,Transcription factor,Leaf,,,
SRP045296/SRX1412737,0.5039646,bHLH130,Transcription factor,Leaf,,,
SRP045296/SRX1412738,0.80035925,bHLH157,Transcription factor,Leaf,,,
SRP045296/SRX1412739,0.8828994,bHLH18,Transcription factor,Leaf,,,
SRP045296/SRX1412740,15.1170635,bHLH28,Transcription factor,Leaf,,,
SRP045296/SRX1412741,0.7580009,bHLH34,Transcription factor,Leaf,,,
SRP045296/SRX1412742,1.2497001,bHLH64,Transcription factor,Leaf,,,
SRP045296/SRX1412743,0.47802305,bHLH69,Transcription factor,Leaf,,,
SRP045296/SRX1412744,0.6220336,bHLH74,Transcription factor,Leaf,,,
SRP045296/SRX1412745,0.9322346,bHLH74,Transcription factor,Leaf,,,
SRP045296/SRX1412746,0.5222983,bHLH77,Transcription factor,Leaf,,,
SRP045296/SRX1412747,0.737563,bHLH80,Transcription factor,Leaf,,,
SRP045296/SRX1412748,0.45003968,bHLH80,Transcription factor,Leaf,,,
SRP045296/SRX1412749,0.50309426,ABF2,Transcription factor,Leaf,,,
SRP045296/SRX1412750,1.3735011,ABI5,Transcription factor,Leaf,,,
SRP045296/SRX1412751,1.4169705,ABI5,Transcription factor,Leaf,,,
SRP045296/SRX1412752,0.51754606,AREB3,Transcription factor,Leaf,,,
SRP045296/SRX1412753,0.54800034,AREB3,Transcription factor,Leaf,,,
SRP045296/SRX1412754,0.5993034,GBF5,Transcription factor,Leaf,,,
SRP045296/SRX1412755,0.55520546,GBF5,Transcription factor,Leaf,,,
SRP045296/SRX1412756,0.6342184,GBF6,Transcription factor,Leaf,,,
SRP045296/SRX1412757,1.9907148,HY5,Transcription factor,Leaf,,,
SRP045296/SRX1412758,0.6174597,TGA1,Transcription factor,Leaf,,,
SRP045296/SRX1412759,0.5585974,TGA10,Transcription factor,Leaf,,,
SRP045296/SRX1412760,0.9135231,TGA10,Transcription factor,Leaf,,,
SRP045296/SRX1412761,3.8521433,TGA2,Transcription factor,Leaf,,,
SRP045296/SRX1412762,0.6286654,TGA3,Transcription factor,Leaf,,,
SRP045296/SRX1412763,0.6342731,TGA4,Transcription factor,Leaf,,,
SRP045296/SRX1412764,1.3625364,TGA4,Transcription factor,Leaf,,,
SRP045296/SRX1412765,0.6853258,TGA5,Transcription factor,Leaf,,,
SRP045296/SRX1412766,1.0144613,TGA6,Transcription factor,Leaf,,,
SRP045296/SRX1412767,1.1942456,TGA6,Transcription factor,Leaf,,,
SRP045296/SRX1412768,0.9142225,TGA9,Transcription factor,Leaf,,,
SRP045296/SRX1412769,0.49487782,TGA9,Transcription factor,Leaf,,,
SRP045296/SRX1412770,0.68521327,VIP1,Transcription factor,Leaf,,,
SRP045296/SRX1412771,0.48303837,VIP1,Transcription factor,Leaf,,,
SRP045296/SRX1412772,0.455413,bZIP16,Transcription factor,Leaf,,,
SRP045296/SRX1412773,0.43977746,bZIP16,Transcription factor,Leaf,,,
SRP045296/SRX1412774,0.50192785,bZIP18,Transcription factor,Leaf,,,
SRP045296/SRX1412775,0.46341464,bZIP18,Transcription factor,Leaf,,,
SRP045296/SRX1412776,0.60353804,bZIP28,Transcription factor,Leaf,,,
SRP045296/SRX1412777,0.77076393,bZIP3,Transcription factor,Leaf,,,
SRP045296/SRX1412778,0.5123558,bZIP42,Transcription factor,Leaf,,,
SRP045296/SRX1412779,0.8154665,bZIP42,Transcription factor,Leaf,,,
SRP045296/SRX1412780,0.6776489,bZIP43,Transcription factor,Leaf,,,
SRP045296/SRX1412781,0.55830973,bZIP44,Transcription factor,Leaf,,,
SRP045296/SRX1412782,0.502019,bZIP48,Transcription factor,Leaf,,,
SRP045296/SRX1412783,0.7800455,bZIP48,Transcription factor,Leaf,,,
SRP045296/SRX1412784,3.432376,bZIP50,Transcription factor,Leaf,,,
SRP045296/SRX1412785,0.49511132,bZIP50,Transcription factor,Leaf,,,
SRP045296/SRX1412786,0.5857494,bZIP52,Transcription factor,Leaf,,,
SRP045296/SRX1412787,0.43014517,bZIP52,Transcription factor,Leaf,,,
SRP045296/SRX1412788,0.6068468,bZIP53,Transcription factor,Leaf,,,
SRP045296/SRX1412789,0.4554253,bZIP68,Transcription factor,Leaf,,,
SRP045296/SRX1412790,0.60535574,bZIP69,Transcription factor,Leaf,,,
SRP045296/SRX1412791,0.852493,bZIP69,Transcription factor,Leaf,,,
SRP045296/SRX1412792,1.3880404,AT5G23930,Transcription factor,Leaf,,,
SRP045296/SRX1412793,0.9184969,AT3G42860,Transcription factor,Leaf,,,
SRP045296/SRX1412794,0.72608185,AT1G22810,Transcription factor,Leaf,,,
SRP045296/SRX1412796,1.06686,AT2G33710,Transcription factor,Leaf,,,
SRP045296/SRX1412798,0.6945777,AT4G32800,Transcription factor,Leaf,,,
SRP045296/SRX1412800,0.82191086,ERF105,Transcription factor,Leaf,,,
SRP045296/SRX1412802,1.4276347,ERF15,Transcription factor,Leaf,,,
SRP045296/SRX1412804,0.75613415,ERF6,Transcription factor,Leaf,,,
SRP045296/SRX1412806,0.3345418,MP,Transcription factor,Leaf,,,
SRP045296/SRX1412808,0.5584878,AT5G66730,Transcription factor,Leaf,,,
SRP045296/SRX1412810,0.95166147,IDD5,Transcription factor,Leaf,,,
SRP045296/SRX1412812,0.41850185,STZ,Transcription factor,Leaf,,,
SRP045296/SRX1412814,0.47102118,SOL1,Transcription factor,Leaf,,,
SRP045296/SRX1412816,0.40670055,AT1G25550,Transcription factor,Leaf,,,
SRP045296/SRX1412818,0.6124902,AT1G68670,Transcription factor,Leaf,,,
SRP045296/SRX1412820,0.23183253,AT2G01060,Transcription factor,Leaf,,,
SRP045296/SRX1412822,0.8952617,HSFA6B,Transcription factor,Leaf,,,
SRP045296/SRX1412824,0.7420826,EDT1,Transcription factor,Leaf,,,
SRP045296/SRX1412826,0.6058781,PDF2,Transcription factor,Leaf,,,
SRP045296/SRX1412828,0.4832389,MYB44,Transcription factor,Leaf,,,
SRP045296/SRX1412830,0.6517553,MYB55,Transcription factor,Leaf,,,
SRP045296/SRX1412832,0.80950826,MYB60,Transcription factor,Leaf,,,
SRP045296/SRX1412834,0.8641012,MYB74,Transcription factor,Leaf,,,
SRP045296/SRX1412836,0.2613862,EPR1,Transcription factor,Leaf,,,
SRP045296/SRX1412838,0.4853084,LCL1,Transcription factor,Leaf,,,
SRP045296/SRX1412840,0.70501184,TRP1,Transcription factor,Leaf,,,
SRP045296/SRX1412842,0.35597634,ANAC017,Transcription factor,Leaf,,,
SRP045296/SRX1412844,0.27180627,ANAC034,Transcription factor,Leaf,,,
SRP045296/SRX1412846,0.40584177,ANAC046,Transcription factor,Leaf,,,
SRP045296/SRX1412848,0.2994787,ANAC047,Transcription factor,Leaf,,,
SRP045296/SRX1412850,0.23857754,ANAC053,Transcription factor,Leaf,,,
SRP045296/SRX1412852,0.40174687,ANAC055,Transcription factor,Leaf,,,
